textid,sentence,label
21531,"Year by year, still others have entered the community, each one making a lifelong commitment after several years of preparation.",soc.religion.christian
21531,"Today, there are 90 brothers, Catholics and from various Protestant backgrounds, from over twenty different countries.",soc.religion.christian
21531,"Some of them are living in small groups in poor neighbourhoods in Asia, Africa, North and South America.",soc.religion.christian
21531,"The brothers accept no donations or gifts for themselves, not even family inheritances, and the community holds no capital.",soc.religion.christian
21531,The brothers earn their living and share with others entirely through their own work.,soc.religion.christian
21531,"In 1966, Sisters of Saint Andrew, an international Catholic community founded 750 years ago, came to live in the neighbouring village, to share the responsibility of welcoming people in Taize.",soc.religion.christian
21531,TAIZE AND THE YOUNG; THE INTERCONTINENTAL MEETINGS:,soc.religion.christian
21531,"Young adults, and less young, have been coming to Taize in ever greater numbers since 1957.",soc.religion.christian
21531,Hundreds of thousands of people from Europe and far beyond have thus been brought together in a common search.,soc.religion.christian
21531,"Intercontinental meetings take place each week, Sunday to Sunday, throughout the year and they include youth from between 35 and 60 countries during any one week.",soc.religion.christian
21531,The meetings give each person the opportunity to explore the roots of their faith and to reflect on how to unite the inner life and human solidarity.,soc.religion.christian
21531,"The meetings in summer can have up to 6,000 participants a week.",soc.religion.christian
21531,"Three times every day, the brothers and everybody on the hill come together for common prayer in the Church of Reconciliation, built in 1962 when the village church became too small.",soc.religion.christian
21531,"""A PILGRIMAGE OF TRUST ON EARTH""",soc.religion.christian
21531,"The community has never wanted to create a ""movement"" around itself.",soc.religion.christian
21531,"Instead, people are called to commit themselves in their church at home, in their neighbourhood, their city or village.",soc.religion.christian
21531,"To support them in this, Taize has created what it calls ""a pilgrimage of trust on earth"".",soc.religion.christian
21531,"At the end of each year, the pilgrimage has a ""European meeting"" which brings together tens of thousands of young adults from every part of Europe for several days in a major city.",soc.religion.christian
21531,There have also been meetings in Asia and in the United States.,soc.religion.christian
21531,"Every year, Brother Roger writes an open letter to the young.",soc.religion.christian
21531,"Usually completed during a stay in one of the poor regions of the world, these are translated into thirty languages and provide themes for reflexion for the following year.",soc.religion.christian
21531,NOTE:,soc.religion.christian
21531,Discussion on the creation of this newsgroup will take place in news.groups.,soc.religion.christian
21531,For any further information contact: Brother.Roy@almac.co.uk brother.roy@almac.co.uk -- .,soc.religion.christian
21531,1st 1.10b #332 .,soc.religion.christian
21531,"Taize-Community, 71250 TAIZE, France",soc.religion.christian
21699,"Approved: christian@aramis.rutgers.edu Persons interested in the tongues question are are invited to peruse an essay of mine, obtainable by sending the message GET TONGUES NOTRANS to LISTSERV@ASUACAD.BITNET or to LISTSERV@ASUVM.INRE.ASU.EDU Yours, James Kiefer",soc.religion.christian
21585,"There are exactly ZERO verses that ""clearly"" address the issues.",soc.religion.christian
21585,"The kind of interpretation I see as ""incredibly perverse"" is that applied to the story of Sodom as if it were a blanket equation of homosexual behavior and rape.",soc.religion.christian
21585,"Since Christians citing the Bible in such a context should be presumed to have at least READ the story, it amounts to slander -- a charge that homosexuality == rape -- to use that against us.",soc.religion.christian
21585,The moderator adequately discusses the circularity of your use of _porneia_ in this.,soc.religion.christian
21585,"I think we can all agree (with Paul) that there are SOME kinds of activity that could be named by ""fornication"" or ""theft"" or ""coveting"" or ""reviling"" or ""drunkenness"" which would well deserve condemnation.",soc.religion.christian
21585,"We may or may not agree to the bounds of those categories, however; and the very fact that they are argued over suggests that not only is the matter not at all ""clear"" but that Paul -- an excellent rhetorician -- had no interest in MAKING them clear, leaving matters rather to our Spirit-led decisions, with all the uncomfortable living-with-other-readings that has dominated Christian discussion of ALL these areas.",soc.religion.christian
21585,Homosexual behavior is no different.,soc.religion.christian
21585,"I (and the other gay Christians I know) are adamant in condemning rape -- heterosexual or homosexual -- and child molestation -- heterosexual or homosexual -- and even the possibly ""harmless"" but obsessive kinds of sex -- heterosexual or homosexual -- that would stand condemned by Paul in the very continuation of the chapter you cite",soc.religion.christian
21585,[may I mildly suggest that what *Paul* does in his letter that you want to use is perhaps a good guide to his meaning?],soc.religion.christian
21585,"""'I am free to do anything,' you say.",soc.religion.christian
21585,"Yes, but not everything is for my good.",soc.religion.christian
21585,"No doubt I am free to do anything, but I for one will not let anything make free with me.""",soc.religion.christian
21585,"[1 Cor. 6:12] Which is a restatement that we must have no other ""god"" before God.",soc.religion.christian
21585,A commandment neither I nor any other gay Christian wishes to break.,soc.religion.christian
21585,Some people are indeed involved in obsessively driven modes of sexual behavior.,soc.religion.christian
21585,"It is just as wrong (though slightly less incendiary, so it's a secondary argument from the 'phobic contingent) to equate homosexuality with such behavior as to equate it with the rape of God's messengers.",soc.religion.christian
21585,"I won't deal with the exegesis of Leviticus, except very tangentially.",soc.religion.christian
21585,"Fundamentally, you are exhibiting the same circularity here as in your assumption that you know what _porneia_ means.",soc.religion.christian
21585,"There are plenty of laws prohibiting sexual behavior to be found in Leviticus, most of which Christians ignore completely.",soc.religion.christian
21585,They never even BOTHER to examine them.,soc.religion.christian
21585,"They just *assume* that they know which ones are ""moral"" and which ones are ""ritual.""",soc.religion.christian
21585,"Well, I have news for you.",soc.religion.christian
21585,"Any anthropology course should sensitize you to ritual and clean vs. unlcean as categories in an awful lot of societies (we have them too, but buried pretty deep).",soc.religion.christian
21585,"And I cannot see any ground for distinguishing these bits of Leviticus from the ""ritual law"" which NO Christian I know feels applies to us.",soc.religion.christian
21585,I'm dead serious here.,soc.religion.christian
21585,"When people start going on (as they do in this matter) about how ""repulsive"" and ""unnatural"" our acts are -- and what do they know about it, huh?",soc.religion.christian
21585,-- it is a solid clue to the same sort of arbitrary cultural inculcations as the American prejudice against eating insects.,soc.religion.christian
21585,"On what basis, other than assuming your conclusion, can you say that the law against male-male intercourse in Leviticus is NOT a part of the ritual law?",soc.religion.christian
21585,"For those Christians who *do* think that *some* parts of Leviticus can be ""law"" for Christians (while others are not even to be thought about) it is incumbent on you *in every case, handled on its own merits* to determine why you ""pick"" one and ignore another.",soc.religion.christian
21585,I frankly think the whole effort misguided.,soc.religion.christian
21585,"Reread Paul: ""No doubt I am free to do anything.""",soc.religion.christian
21585,"But Christians have a criterion to use for making our judgments on this, the Great Commandment of love for God and neighbor.",soc.religion.christian
21585,"If you cannot go through Leviticus and decide each ""command"" there on that basis, then your own arbitrary selection from it is simply idiosyncracy.",soc.religion.christian
21585,"In this context, it is remarkably offensive to say: Well, la-ti-da.",soc.religion.christian
21585,So what?,soc.religion.christian
21585,This is almost as slimey an argument as the one that homosexuality == rape.,soc.religion.christian
21585,"I know of no one who argues seriously (though one can always find jokers) in ""defense"" of bestiality.",soc.religion.christian
21585,"It is absolutely irrelevant and incomparable to the issues gay Christians *do* raise (which concern sexual activity within committed, consensual human adult realtionships), so that your bringing it up is no more relevant than the laws of kashrut.",soc.religion.christian
21585,"If you cannot address the actual issues, you are being bloody dishonest in trailing this red herring in front of the world.",soc.religion.christian
21585,"If *you* want to address bestiality, that is YOUR business, not mine.",soc.religion.christian
21585,And attempting to torpedo a serious issue by using what is in our culture a ridiculous joke shows that you have no interest in hearing us as human beings.,soc.religion.christian
21585,"You want to dismiss us, and use the sleaziest means you can think of to do so.",soc.religion.christian
21585,"Jesus and Paul both expound, very explictly and in considerable length, the central linch-pin of Christian moral thought: we are required to love one another, and ALL else depends on that.",soc.religion.christian
21585,Gay and lesbian Christ-,soc.religion.christian
21585,ians challenge you to address the issue on those terms -- and all we get in return are cheap debate tricks attempting to side-track the issues.,soc.religion.christian
21585,"Christians, no doubt very sincere ones, keep showing up here and in every corner of USENET and the world, and ALL they ever do is spout these same old verses (which they obviously have never thought about, maybe never even read), in TOTAL ignorance of the issues raised, slandering us with the vilest charges of child abuse or whatever their perfervid minds can manage to conjure up, tossing out red herrings with (they suppose) great emotional force to cause readers to dismiss our witness without even taking the trouble to find out what it is.",soc.religion.christian
21585,Such behavior should shame anyone who claims to have seen Truth in Christ.,soc.religion.christian
21585,"WHY, for God's precious sake, do you people quote irrelevant verses to condemn people you don't know and won't even take the trouble to LISTEN to BEFORE you start your condemnations?",soc.religion.christian
21585,Is that loving your neighbor?,soc.religion.christian
21585,God forbid!,soc.religion.christian
21585,Is THAT how you obey the repeated commands to NOT judge or condemn others?,soc.religion.christian
21585,Christ and Paul spend ORDERS OF MAGNITUDE more time in insisting on this than the half-dozen obscure words in Paul that you are SO bloody ready to take as license to do what God tells you NOT to do.,soc.religion.christian
21585,"Why, for God's sake?",soc.religion.christian
21585,"""For God did not send the Son into the world to condemn the world, but that the world might be saved through him.",soc.religion.christian
21585,"Whoever believes in him is not condemned, but whoever does not believe has already been condemned for refusing to believe in the name of God's only Son.",soc.religion.christian
21585,"Now the judgment is this: the light has come into the world, but men have preferred darkness to light because their deeds were evil.",soc.religion.christian
21585,"For everyone who practices wickedness hates the light, and does not come near the light for fear his deeds will be exposed.",soc.religion.christian
21585,"But he who acts in truth comes into the light, so that it may be sh0own that his deeds are done in God.""",soc.religion.christian
21585,"John 3:17-21 For long ages, we (many of us) have been confused by evil counsel from evil men and told that if we came to the light we would be shamed and rejected.",soc.religion.christian
21585,Some of us despaired and took to courses that probably *do* show a sinful shunning of God's light.,soc.religion.christian
21585,Blessed are those whose spirits have been crushed by the self-righteous; they shall be justified.,soc.religion.christian
21585,"However, we have seen the Truth, and the Truth is the light of humanity; and we now know that it is not WE who fear the light, but our enemies who fear the light of our witness and will do everything they can to shadow it with the darkness of false witness against us.",soc.religion.christian
21585,"-- Michael L. Siemon I say ""You are gods, sons of the mls@panix.com Most High, all of you; nevertheless - or - you shall die like men, and fall mls@ulysses.att..com like any prince.""",soc.religion.christian
21585,Psalm 82:6-7,soc.religion.christian
20914,"[insert deletion of Paul's and Aaron's discourse on anger, ref Galatians 5:19-20]",soc.religion.christian
20914,"Oh, but they definitely can be.",soc.religion.christian
20914,Please look at Colossians 3:5-10 and Ephesians 4:25-27.,soc.religion.christian
20914,"Emotions can be controlled and God puts very strong emphasis on self-control, otherwise, why would he have Paul write to Timothy so much about making sure to teach self-control?",soc.religion.christian
20914,"[insert deletion of remainder of paragraph] Please, re-think and re-read for yourself, Joe.",soc.religion.christian
20914,"Again, the issue is self-control especially over feelings and actions, for our actions stem from our feelings in many instances.",soc.religion.christian
20914,"As for God giving in to his anger, that comes very soon.",soc.religion.christian
20914,Joe Fisher,soc.religion.christian
21418,This thread si starting to get really silly.,soc.religion.christian
21418,Such nonsense do not belong in s.r.c,soc.religion.christian
21418,and it really hurts me to read some of the posts on this issue.,soc.religion.christian
21418,"We chose to believe whetever we want, but we are not allowed to define our own Christianity.",soc.religion.christian
21418,we see in parts.,soc.religion.christian
21418,"If you see something that I do not see, or vice versa, it does not give me the right to play jokes on your belief!",soc.religion.christian
21418,"There is no wonder that your ""miracle"" does not work.",soc.religion.christian
21418,"You designet it yourself, and even if you were able to collect a group of people like the one you describe, I see no reason why your ""miracle"" should really happen.",soc.religion.christian
21418,"God is the one who does miracles, not humans!",soc.religion.christian
21418,"After all we are all on the same way, or at least, we are all headed for the same goal, following different paths.",soc.religion.christian
21418,Remember that we are going to spend eternity together.,soc.religion.christian
21418,"If I can not stand your view here on earth, how can I possibly stand spending eternity together with you?",soc.religion.christian
21418,Tongues is a question of belief.,soc.religion.christian
21418,"Not wether you believe in Jesus, but if you believe that He is able to give you this gift.",soc.religion.christian
21418,Just as any other of the gifts mentioned in the Bible.,soc.religion.christian
21418,But there is no evidence in the Bible that people who do not accept these gifts are in any way better than others.,soc.religion.christian
21418,"Maybe some of the people who have received spiritual gifts are more interested in glorifying themselves than glorifying God, I don't know.",soc.religion.christian
21418,"But if this is the case, it still does not suggest that the gifts are faked.",soc.religion.christian
21418,In the Bible you will find that Jesus did not always do miracles.,soc.religion.christian
21418,"He said that ""I do nothing, except what my father tells me.""",soc.religion.christian
21418,Perhaps it woulkd be for the best of all if we where all able to live by that example!,soc.religion.christian
21418,"In Him, Bjorn -- ______________________________________________________________________ s-mail: e-mail: | | | Bjorn B. Larsen bjorn.b.larsen@delab.sintef.no |__",soc.religion.christian
21418,|__,soc.religion.christian
21418,| SINTEF DELAB | \| \| N-7034 TRONDHEIM tel:,soc.religion.christian
21418,+47-7-592682 / 592600 |__/|__/|_ NORWAY fax: +47-7-591039 / 594302 ______________________________________________________________________,soc.religion.christian
21382,Approved: christian@aramis.rutgers.edu I responded to a post last week and it carried somewhat of a hostile tone for which I am apologizing for.,soc.religion.christian
21382,It is not my intent to create contriversy or to piss people off.,soc.religion.christian
21382,"To those who I offend, I'm sorry",soc.religion.christian
21788,"Approved: christian@aramis.rutgers.edu Ok, let me see if I can get all this out concisely.",soc.religion.christian
21788,I am on an information gathering venture regarding the various expressions of Christianity/churches there are.,soc.religion.christian
21788,"My husband and I come from very different, but completely Christian backgrounds.",soc.religion.christian
21788,I was a Lutheran when I met him and he was a born and raised Church of Christ member.,soc.religion.christian
21788,"At first I agreed with a lot of what the C of C was about, I wanted to move from the liturgical based Lutheran church to something a little more Biblical based.",soc.religion.christian
21788,"However over the last year, I've been regretting changing to the Church of Christ for a number of reasons - for one thing I am not a fundamentalist and believe that a few things in the Bible are socio-cultural in nature and don't relate to the Christian doctrine.",soc.religion.christian
21788,One of my sorest spots is the role of women.,soc.religion.christian
21788,"I believe that through Mary and other women, Chris validated women as worthy disciples - but in the C of C the writings of Paul are taken without exception and I am told that I am not an equal partner in my marriage but the lesser member, I am to submit to my husband in all things (if I hear that verse one more time....)",soc.religion.christian
21788,"and I am not to take an active role in anything which might be construed as putting me in authority over men (ie leading prayers, conducting Bible studies etc).",soc.religion.christian
21788,The last straw was when the Elders at our church came down on one of our college groups because it was all-women and they wanted a man to lead the study.,soc.religion.christian
21788,Also my husband and I really resent the way everyone at our church feels that if you aren't a conservative republican - you aren't a REAL Christian (I got told that nobody who voted for Clinton should call themselves a Christian).,soc.religion.christian
21788,Hence we are subjected during the service to long prayers calling for things we flatly dont agree with.,soc.religion.christian
21788,"We are also don't agree with the C of C's dread of any new ""movement"" being led by the young people.",soc.religion.christian
21788,"So, we have been church hunting with NO success.",soc.religion.christian
21788,I want a reasonably biblical based church where women are viewed as whole people no matter what their calling ( C of C really looked down on career women).,soc.religion.christian
21788,"Christopher is looking for a church with deeply rooted religious convictions, with adult baptism and a church where the members still bring their Bibles to service.",soc.religion.christian
21788,We are so confused here and we're drifting around trying to find a place where we both feel loved and can express our faith honestly and without reservation.,soc.religion.christian
21788,If anyone can point us in a direction we'd be thrilled!,soc.religion.christian
21788,I'm afraid that it will be very hard for me to go back to C of C and even harder for me to stay churchless for long.,soc.religion.christian
21788,any responses would be welcome the diel family,soc.religion.christian
21788,[I would think somewhere in the Baptist spectrum you might find what you're looking for.,soc.religion.christian
21788,However the issue is probably more one of the flavor of the specific local churches in your area than the denomination -- Baptists cover quite a spectrum.,soc.religion.christian
21788,Adult baptism sort of narrows your choices on the more liberal end of the spectrum.,soc.religion.christian
21788,Historically that's been associated with movements that have the character you're trying to avoid.,soc.religion.christian
21788,--clh],soc.religion.christian
21621,"Approved: christian@aramis.rutgers.edu Arthur Clarke may have quoted the comment about knowing you're to be hanged in the morning concentrating a man's mind wonderfully, but the source of the comment is Samuel Johnson.",soc.religion.christian
21621,(Pardon me if you already knew that.),soc.religion.christian
21621,-----je,soc.religion.christian
20965,"I would recommend ""Essential Truthes of the Christian Faith"" by RC Sproul.",soc.religion.christian
20965,It is copywrited 1992 from Tyndale House Publishers.,soc.religion.christian
20965,"Sproul offers concise explanations, in simple language, of around 100 different Christian doctrines, grouped by subject.",soc.religion.christian
20965,"I think it would be particularly good for newer Christians (and older Christians suffering spiritual malnutrition), as it gives a Biblically sound basic treatment of the issues, avoiding long in-depth analysis that can wait until after you know the basics.",soc.religion.christian
20965,"--- Dave Weaver | ""He is no fool who gives what he cannot keep to weaver@chdasic.sps.mot.com| gain what he cannot lose.""",soc.religion.christian
20965,- Jim Elliot (1949),soc.religion.christian
20900,"But then, on the other hand, if you really loved that King more than you did yourself, and He loved you to the point of assuring you that the eternal time spent with him would be eternal ecstasy, would you really opt for that choice? --",soc.religion.christian
20900,"John G. Ata - Technical Consultant | Internet: ata@hfsi.com HFS, Inc.",soc.religion.christian
20900,VA20 | UUCP:,soc.religion.christian
20900,"uunet!hfsi!ata 7900 Westpark Drive MS:601 | Voice: (703) 827-6810 McLean, VA 22102 | FAX: (703) 827-3729",soc.religion.christian
21558,"The Moderator of the General Assembly, the Rev. John Fife, visited our church about a week ago (just 4 days after Rev. Spahr--it's been a busy week for our small church!!).",soc.religion.christian
21558,He was asked specifically about the issue of homosexuality and what he thinks will happen at the GA meeting next month.,soc.religion.christian
21558,"Evidently, there are 15-20 known resolutions pending that range the gamut from ""outlawing"" homosexuality altogether to ""legalizing"" it completely.",soc.religion.christian
21558,He will readily admit that this is probabaly the most difficult issue that the church has had to deal with since the Presbyterian church split in two over the issue of slavery more than 100 years ago.,soc.religion.christian
21558,"Without question, the issue may split the church again after we've been reunited for all of a dozen years or so.",soc.religion.christian
21558,He is hopeful that it will not and is pushing the same attitude that helped the church deal with the abortion issue last year as a solution.,soc.religion.christian
21558,"He is hoping to pass a resolution that more or less states that we, the members of the church ""Agree to Disagree"" on the issue, admitting that both sides have honestly studied the Scriptures and had the Spirit lead them to different conclusions.",soc.religion.christian
21558,"It worked last year when the abortion issue threatened to do more or less the same thing, and he is hopeful that the GA can foster a loving and caring attitude about people who disagree with their own view.",soc.religion.christian
21558,"-- Cliff Slaughterbeck | Dept. of Physics, FM-15 | It's time for the sermon on the University of Washington | Grand Torino!",soc.religion.christian
21558,"Seattle, WA 98195 | [It's going to be hard to agree to disagree.",soc.religion.christian
21558,"If we allow disagreement, then some presbyteries and churches are going to ordain people that others will not recognize.",soc.religion.christian
21558,That's a difficult situation in a connectional church.,soc.religion.christian
21558,"I could live with it, but I think a lot of people would not be willing to.",soc.religion.christian
21558,Note that the church was not willing to live with this kind of compromise with ordination of women.,soc.religion.christian
21558,The one thing that will definitely prevent a person from becoming a Presbyterian minister is if they indicate that they don't accept ordination of women.,soc.religion.christian
21558,The argument is that we can't have half the church not accepting the leaders of the other half.,soc.religion.christian
21558,"Maybe people will decide to live with it in this case when they didn't in the other, but I wonder.",soc.religion.christian
21558,"I admit that my own Presbytery submitted an overture to the GA that would have exactly this effect, and we considered the ambiguity better than the current situation.",soc.religion.christian
21558,--clh],soc.religion.christian
21663,Approved: christian@aramis.rutgers.edu Ezek 22:26 God seems to be upset with the priests who have made no difference between the holy and the profane.,soc.religion.christian
21663,"This brought to my mind a sermon I heard recently in which the speaker said ""God's second name does not begin with a D"" referring, I believe, to use of God's holy name and titles as swear words.",soc.religion.christian
21663,"I was also reminded of the experience of Moses at the burning bush when God told him ""Take off your sandals, for the place where you are standing is holy ground.""",soc.religion.christian
21663,"These and other texts seem to imply that God's people must treat holy things differently from other ""common"" things, or ""make a difference"" between holy and common things.",soc.religion.christian
21663,The obvious questions are What makes something holy?,soc.religion.christian
21663,and How are Christians (primarily) supposed to make this difference between holy and common things?,soc.religion.christian
21663,"(e.g. God's name, the Holy Spirit, the Holy Bible, etc.)",soc.religion.christian
21663,Darius,soc.religion.christian
20503,"Approved: christian@aramis.rutgers.edu Hmm...makes you wonder whether prayer ""in Jesus' name"" means ""saying Jesus' name"" or whether we're simply to do all things with the attitude that we belong to Jesus.",soc.religion.christian
20503,Frank D.,soc.religion.christian
20779,"I don't claim to be an expert on the branch Davidians, but I might know more than most.",soc.religion.christian
20779,The Branch Davidian group (led by Koresh) is actually one of two off-shoots of a group known as the Shephard's Rod.,soc.religion.christian
20779,The Shephard's Rod (now defunct as far as I know)broke off from the SDA Church in the 30's.,soc.religion.christian
20779,The Shephard's Rod broke away from the SDA Church because they felt that the SDA Church was becoming weak and falling into apostacy.,soc.religion.christian
20779,They felt that they were the remnant spoken about in Revelation.,soc.religion.christian
20779,"About the Koresh group, Koresh gained control of it in 1987 or 1988.",soc.religion.christian
20779,"Once in control, he made himself the center of it.",soc.religion.christian
20779,He proclaimed himself as Christ.,soc.religion.christian
20779,Koresh himself came from an SDA background.,soc.religion.christian
20779,He was excommunicated as a young adult by the local congregation for trying to exert too much control over the youth in the church.,soc.religion.christian
20779,"After this, he joined the Branch Davidians.",soc.religion.christian
20779,They were/are a survivalist cult.,soc.religion.christian
20779,"This is why they had the stockpile of weapons, food, a bomb shelter, etc.",soc.religion.christian
20779,They had no intent of raiding the US government or anything.,soc.religion.christian
20779,They were preparing for Armaggedon and were putting themselves in a self defense position.,soc.religion.christian
20779,"In my opinion, if the ATF and the FBI had left well enough alone, we wouldn' t have the blood of 20+ children crying out from the ashes in Waco.",soc.religion.christian
20779,"If you want to know about The Shephard's Rod, you might want to visit the local SDA church and talk to some of the older people.",soc.religion.christian
20779,They could give you some insight into where Koresh got his theology.,soc.religion.christian
20779,Tammy,soc.religion.christian
21535,Approved: christian@aramis.rutgers.edu Hello.,soc.religion.christian
21535,"Hoping to net some netters who are in the helping professions (counseling, psychology, psychiatry, social work, therapy etc.) to network on some topics and consider the possibility of a sci.counseling.christian type newsgroup or list.",soc.religion.christian
21535,The integration of psychology and counseling and theology is a subject of great debate and one of particular interest to me.,soc.religion.christian
21535,"If you're out there, please lemme know.",soc.religion.christian
21535,Email me direct if you will so we can get to know one another off the news.,soc.religion.christian
21535,Don Miller UNLV dm112660@helios.nevada.edu,soc.religion.christian
21761,"Approved: christian@aramis.rutgers.edu Dishonest money dwindles away, but he who gathers money little by little makes it grow.",soc.religion.christian
21761,Proverbs 13:11,soc.religion.christian
21709,No.,soc.religion.christian
21709,It is very relevant.,soc.religion.christian
21709,Homosexual acts and acts of beastiality are topically aranged together in the law.,soc.religion.christian
21709,This is very important.,soc.religion.christian
21709,Anyone who would want to say that this command against homosexuality deals with temple prostitution (and I think you would agree that there is no proof for this.),soc.religion.christian
21709,"If the Law reveals the character of God, and is ""holy, just, and good"" as is written in the New Testament, then those who consider we who are against commiting homosexuals acts to be biggots have to address this passage of Scripture.",soc.religion.christian
21709,Why must we only discuss Scriptures that involve consensual human adult relationships?,soc.religion.christian
21709,Isn't that bordering on sophistry?,soc.religion.christian
21709,The point we are making is that God did not ordain certain kinds of sex acts.,soc.religion.christian
21709,Not everyone who brings up these Scriptures is just trying to use and emotional argument that compares homosexuals to beastophiles and child molestors.,soc.religion.christian
21709,The issue we are dealing with is that some sex acts are ungodly.,soc.religion.christian
21709,"I do not have problem with a loving, nonlustful relationship with a member of the same sex.",soc.religion.christian
21709,"I have them, and we all do.",soc.religion.christian
21709,"The issue at hand is the sinfulness having sex with members of the same sex, or lusting after.",soc.religion.christian
21709,So other forbidden sex acts are a valid topic for conversation.,soc.religion.christian
21709,And the idea that these relationships may be emotional relationships between adult humans is red herring.,soc.religion.christian
21709,We all agree that it is okay for adults to have caring relationships with one another.,soc.religion.christian
21709,Link Hudson.,soc.religion.christian
20767,[ -and many others mailed me.,soc.religion.christian
20767,Here is a reply to one of the letters.,soc.religion.christian
20767,Seems to me that atheist do not like the doctrine of hell!],soc.religion.christian
20767,Your using 20th century concepts to interprete 1st century writers.,soc.religion.christian
20767,"Of course, in your termonology, God could not ""cease to exist.""",soc.religion.christian
20767,"However, that is not what death ever means in the Scriptures.",soc.religion.christian
20767,"If you will study the word, you will see that it signifies ""separation.""",soc.religion.christian
20767,"Death is separation, not ceastation.",soc.religion.christian
20767,This is the reason for the agony of the cross.,soc.religion.christian
20767,"For the first time in eternity, one member of the Godhead was separated from the other two.",soc.religion.christian
20767,I once met a young lady that was as beautiful as any model that ever lived.,soc.religion.christian
20767,She was as personable as any saint ever imagined.,soc.religion.christian
20767,"She was to become my ""girlfriend"" for several years.",soc.religion.christian
20767,"However, having been drafted, we were separated by distance.",soc.religion.christian
20767,To me that was a form of death.,soc.religion.christian
20767,"Later, she decided that she couldn't wait for me to come home and bid me adue.",soc.religion.christian
20767,That to me was death.,soc.religion.christian
20767,It was separation from that which had made me whole.,soc.religion.christian
20767,"Death is separation and eternal death is eternal separation from His fellowship, not because He chose to send you into outer darkness, but because you chose to go there.",soc.religion.christian
20767,"When I rebelled against my earthly father, he spanked me.",soc.religion.christian
20767,I found no wisdom in that until I had grown older and especially until I had my own children.,soc.religion.christian
20767,He was trying to guide me away from hurt that would enter my life if I continued on my suicidal course.,soc.religion.christian
20767,He did it in love though I interpreted it as harsh and unloving.,soc.religion.christian
20767,"If God warns of impending danger, that is love.",soc.religion.christian
20767,"If choose to let us do as we please, and then at the end tell us the rules, that would be harsh.",soc.religion.christian
20767,"You have a conscience, no matter how calused or fallen it is, that witnesses to you that a thing is wrong and that there is cause for fear.",soc.religion.christian
20767,This may give light to the error of your understanding.,soc.religion.christian
20767,One must have correct knowledge in order to have correct faith.,soc.religion.christian
20767,Faith and knowledge are inseparable.,soc.religion.christian
20767,"Jesus most certainly felt the ""pinpricks"" of life.",soc.religion.christian
20767,As the Scripture say: Heb.,soc.religion.christian
20767,4:15,soc.religion.christian
20767,"For we do not have a high priest who cannot sympathize with our weaknesses, but One who has been tempted in all things as we are, yet without sin.",soc.religion.christian
20767,The kenosis passage of Phil 2 states that He gave up His Godhead attributes when He took upon Himself humanity.,soc.religion.christian
20767,It has been a favorite meditation of mine to think about this.,soc.religion.christian
20767,It was to be my PhD thesis.,soc.religion.christian
20767,"""The Consciousness of Christ.""",soc.religion.christian
20767,"I have talked at length with a great many people about this interesting study, including clh.",soc.religion.christian
20767,"It is my conclussion that as Jesus, the 2nd member of the Trinity, actually suffered as we do.",soc.religion.christian
20767,He became part of the human race and experienced it as we do.,soc.religion.christian
20767,"He ""grew in knowledge.""",soc.religion.christian
20767,"He chose not to grasp His omniscience, but chose to be taught.",soc.religion.christian
20767,"It is my understanding that He was ""led of the Spirit"" to such an extent that sometimes it is hard to distinquish between Jesus the man and Jesus as God.",soc.religion.christian
20767,"But in Jn 8 where the adulterous women was thrown before Him, the tenses are quite clear in that the whole situation took Him by surprise.",soc.religion.christian
20767,"That is, He was not aware that this event was to take place in time.",soc.religion.christian
20767,He was living sequential history as you or I.,soc.religion.christian
20767,"Maybe some other time we can discuss this, but it is a very lengthy discussion and one that causes the curcuit breakers of the brain to pop more often than not.",soc.religion.christian
20767,I was once a member of that club.,soc.religion.christian
20767,"THe ""free thinker"" is a glorious ideal.",soc.religion.christian
20767,"By contrast, of course, you believe that the believer is the unforunate repository of everything that is dogmatic, inhibited, reactionary and repressive.",soc.religion.christian
20767,I find such a stance to be as amusing as it is absurd.,soc.religion.christian
20767,"If the liberal humanist wishes to criticize a Christian or a Buddhist or a Marxist, that is his right.",soc.religion.christian
20767,"But what he must not pretend is that he was led to this solely by his ""rational doubt"" when in fact he was led to it by his ""faith"".",soc.religion.christian
20767,"He must acknowledge that while it is rational doubt for him as a ""free thinker"" to criticize the Christian, it might equally be a rational doubt for the Christian to criticize him as a humanist.",soc.religion.christian
20767,"If there is no faith, there can be no dout.",soc.religion.christian
20767,There is no faith which cannot choose to cast doubt on some other faith.,soc.religion.christian
20767,"Pascal pointed out that ""sceptical arguments allow the positive to be positive.",soc.religion.christian
20767,Few. .,soc.religion.christian
20767,".speak dubiously of scepticism.""",soc.religion.christian
20767,The fact that skeptics are not skeptical about skepticism is further evidence that to doubt anything we must believe in something else!,soc.religion.christian
20767,"THe person who is skeptical toward one faith or even most faiths, will be the devoted adherent of another.",soc.religion.christian
20767,"In fact, it is a measure of his poverty both that he is unaware of it and that he can define himself only in negative terms, hence the term ""a""-theist.",soc.religion.christian
20767,Some people claim otherwise and argue vociferously for complete skepticism.,soc.religion.christian
20767,In my campus ministry I ran across this more times than I care to remember.,soc.religion.christian
20767,"However, they disproved their own argument with every thought, every word, every point of logic that they used.",soc.religion.christian
20767,Every moment of shared communication speaks against their total skepticism.,soc.religion.christian
20767,Their very insistence of trying to make sense is eloquent testimony to assumptions that are powerful though silent.,soc.religion.christian
